,ts,target
4323,"[-8.10204904e-25  3.52413656e-24 -1.99218502e-24 ... -1.78814914e-24
  2.42984961e-24  2.01787915e-24]",0
4324,"[ 4.26730871e-22  4.36078496e-22  4.30800792e-22 ... -4.31151627e-22
 -4.49410560e-22 -4.37004605e-22]",0
4325,"[-4.03319646e-21 -3.83996794e-21 -3.91405002e-21 ...  3.82666415e-21
  4.02691483e-21  4.04307012e-21]",0
4326,"[-5.89645914e-21 -5.99662236e-21 -5.81438532e-21 ...  5.79816683e-21
  5.97663528e-21  5.73983278e-21]",0
4327,"[-5.56601152e-21 -5.22899423e-21 -5.47294756e-21 ...  5.66584531e-21
  5.43512183e-21  5.19862997e-21]",0
4328,"[-1.23190413e-21 -1.26950536e-21 -1.21239360e-21 ...  1.20495849e-21
  1.30059618e-21  1.22981343e-21]",0
4329,"[4.51214046e-21 4.57890390e-21 4.23403338e-21 ... 4.35900009e-21
 4.43162257e-21 4.46807003e-21]",0
4330,"[-1.48318258e-22  1.52471938e-21  2.65925992e-21 ...  1.57811771e-22
  2.65492571e-22  1.51303468e-22]",0
4331,"[-2.95021329e-25  2.99642620e-23  5.84772321e-23 ... -6.30495438e-27
 -2.58919015e-24 -8.54918352e-26]",0
4332,"[-2.48787884e-23 -7.78355786e-24  4.82469022e-25 ... -4.65258944e-24
  1.71614485e-23  1.78759167e-23]",0
4333,"[-9.03894542e-21 -9.22568694e-21 -9.27646468e-21 ...  3.89906806e-23
 -3.96338836e-22 -6.40456790e-22]",0
4334,"[6.49258294e-21 6.52849776e-21 6.53712823e-21 ... 1.11647924e-21
 1.25715785e-21 1.43943964e-21]",0
4335,"[ 5.81120958e-21  5.82046234e-21  5.74593994e-21 ... -5.65201284e-21
 -5.79400816e-21 -5.78888004e-21]",0
4336,"[-6.34963759e-21 -6.37199967e-21 -6.37032326e-21 ...  6.29426518e-21
  6.24921515e-21  6.38061232e-21]",0
4337,"[ 4.84924135e-20  5.21137277e-20  4.78505401e-20 ... -4.75762285e-20
 -4.92489820e-20 -4.90705115e-20]",0
4338,"[ 7.06775527e-26 -2.18459498e-25  8.77803068e-26 ...  2.68203356e-23
  2.12705308e-23  1.52149172e-23]",0
4339,"[ 7.02371158e-21  7.44211225e-21  6.78337085e-21 ... -7.14699845e-21
 -6.88672926e-21 -7.18689400e-21]",0
4340,"[ 1.66765867e-21  1.77806680e-21  1.61247639e-21 ... -1.69440031e-21
 -1.72110614e-21 -1.60468711e-21]",0
4341,"[-6.89708086e-24 -5.74926738e-23  5.74849921e-24 ... -8.12852873e-21
 -8.10350013e-21 -7.96514445e-21]",0
4342,"[-1.85202348e-21 -1.93472467e-21 -1.89558981e-21 ... -3.99202123e-23
 -6.09385417e-23 -5.86717923e-23]",0
4343,"[-2.63128236e-21 -2.63842206e-21 -2.64805650e-21 ... -8.99621525e-23
 -1.60099425e-23  1.51591334e-22]",0
4344,"[ 2.47364185e-22 -6.20959214e-23  6.21794107e-23 ... -1.17656120e-20
 -1.27062072e-20 -1.41999276e-20]",0
4345,"[-1.07565818e-25  1.84715838e-25 -6.43733805e-26 ...  1.73718205e-23
  1.58486803e-23  1.41266132e-23]",0
4346,"[-1.38209226e-23  1.20630005e-23 -1.60463021e-23 ...  6.18652206e-24
 -2.15044751e-23 -3.36497546e-24]",0
4347,"[ 8.41461858e-21  8.35676971e-21  8.46888739e-21 ... -7.73815936e-22
 -8.86795941e-22 -8.48462705e-22]",0
4348,"[-7.84302140e-24 -2.72707178e-24  3.22693237e-24 ...  7.77824349e-24
  1.25841078e-23 -9.33451011e-24]",0
4349,"[9.10197089e-21 9.11696848e-21 9.07965878e-21 ... 6.65918978e-21
 6.78119318e-21 6.88962311e-21]",0
4350,"[-6.69797749e-24 -3.18814224e-23  4.07707795e-23 ... -5.26197647e-21
 -5.25364606e-21 -5.25152827e-21]",0
4351,"[-2.54452788e-23  7.01431951e-22  1.39891045e-21 ... -5.10503727e-23
 -9.85289771e-23 -8.83722327e-23]",0
4352,"[-9.02184545e-22 -8.72971491e-22 -8.23210345e-22 ... -5.99215354e-23
 -1.31432829e-23 -1.07729564e-23]",0
4353,"[ 4.97225519e-21  4.94933665e-21  4.94341562e-21 ... -5.04213076e-21
 -4.95239356e-21 -4.96831929e-21]",0
4354,"[-3.00502768e-21 -2.83409175e-21 -3.01106086e-21 ... -1.33502220e-22
  5.15412326e-24 -1.97623391e-23]",0
4355,"[-1.24284950e-21 -1.23739504e-21 -1.25968910e-21 ...  1.22692614e-21
  1.23192315e-21  1.26080840e-21]",0
4356,"[ 2.70074965e-24  7.22599659e-23  1.48783157e-22 ... -1.76845911e-23
 -9.11462527e-24 -1.85400905e-23]",0
4357,"[-2.99655744e-25  1.47543984e-22  3.03400329e-22 ... -1.01822118e-22
 -6.91372003e-23 -8.67584742e-23]",0
4358,"[ 2.92631154e-23 -5.22103507e-23  4.53759350e-23 ...  2.44434324e-20
  2.46631614e-20  2.49923893e-20]",0
4359,"[ 2.62613672e-22  2.65387874e-22  2.53293961e-22 ... -2.51093704e-22
 -2.57545229e-22 -2.63939390e-22]",0
4360,"[ 6.82043406e-23 -6.19521076e-23 -5.86616066e-23 ... -3.86818687e-21
 -3.80850502e-21 -4.07493012e-21]",0
4361,"[ 1.32418424e-23 -2.03258561e-23  2.64308450e-23 ... -4.04905161e-21
 -4.04152911e-21 -4.03807056e-21]",0
4362,"[1.96852646e-24 3.31655900e-23 6.71153490e-23 ... 2.48082679e-24
 2.34444234e-24 2.17937206e-24]",0
4363,"[ 3.06124601e-21  3.30431671e-21  3.26467020e-21 ... -3.26179870e-21
 -3.31623268e-21 -3.18323954e-21]",0
4364,"[ 8.52712860e-25 -5.38319917e-26 -1.93785015e-24 ... -5.55336033e-24
  1.13903426e-23 -6.85352600e-24]",0
4365,"[ 8.51672708e-20  8.57122676e-20  8.48683120e-20 ... -3.01780570e-20
 -3.15380231e-20 -3.08276790e-20]",0
4366,"[2.32189445e-22 2.24352824e-22 2.27399068e-22 ... 2.17139534e-22
 2.09128955e-22 2.25534174e-22]",0
4367,"[ 1.22242635e-23 -7.11563649e-23  1.83334155e-22 ... -4.28359393e-21
 -3.85212559e-21 -3.73923479e-21]",0
4368,"[-6.21329556e-25  3.46259600e-25 -1.24371504e-24 ... -1.53815048e-24
 -1.16089149e-24 -4.10418839e-25]",0
4369,"[2.50180783e-21 2.59202080e-21 2.56071003e-21 ... 2.47115684e-21
 2.51831760e-21 2.65011048e-21]",0
4370,"[8.52803152e-21 8.18753165e-21 8.05657837e-21 ... 7.57810822e-21
 8.71630727e-21 7.82951140e-21]",0
4371,"[ 1.15021244e-25  6.31107368e-24  1.24469818e-23 ... -1.37818407e-23
 -1.36875535e-23 -1.36236271e-23]",0
4372,"[3.98469136e-21 4.09068452e-21 3.80753811e-21 ... 3.54328886e-21
 3.66266566e-21 3.42326949e-21]",0
4373,"[-9.79991444e-22 -9.63932710e-22 -9.87347113e-22 ...  9.65029477e-22
  9.84300070e-22  9.67017789e-22]",0
4374,"[ 9.81207343e-23 -4.97489673e-23 -2.67659872e-23 ... -1.76899110e-23
  9.67053986e-23 -5.37720535e-23]",0
4375,"[6.11782919e-21 6.10923692e-21 6.10654310e-21 ... 5.96065680e-21
 6.15308029e-21 6.28494702e-21]",0
4376,"[ 9.17266403e-24  1.71159786e-22  3.54740592e-22 ... -1.23373999e-22
 -1.40549059e-22 -9.92779140e-23]",0
4377,"[7.44003509e-21 7.55343031e-21 7.65513301e-21 ... 2.37800895e-21
 3.71634619e-21 3.73823119e-21]",0
4378,"[3.77412825e-21 3.77430822e-21 3.76932574e-21 ... 3.62823289e-21
 3.62040147e-21 3.61556524e-21]",0
4379,"[ 4.56304399e-20  4.69910869e-20  4.55490586e-20 ... -2.65605125e-20
 -5.10146815e-21  4.42177053e-21]",0
4380,"[6.36600146e-22 6.29731235e-22 6.34593313e-22 ... 6.42102597e-22
 6.17431620e-22 6.56329616e-22]",0
4381,"[ 3.91913038e-21  4.15745425e-21  4.21841508e-21 ... -4.15669538e-21
 -4.11841830e-21 -3.96170726e-21]",0
4382,"[ 8.10786126e-21  8.04918212e-21  8.04972352e-21 ... -4.08138164e-21
 -4.04533894e-21 -3.80597937e-21]",0
4383,"[1.84196234e-24 5.50351958e-23 1.04517914e-22 ... 3.29851579e-23
 3.02460135e-23 2.73881563e-23]",0
4384,"[-4.64546526e-25  1.88134396e-23  3.65322682e-23 ... -1.42343984e-23
 -1.41385592e-23 -1.45100377e-23]",0
4385,"[-4.39763691e-24  9.94333251e-23  1.84402898e-22 ... -9.03141631e-24
 -1.45747049e-23 -9.39202202e-24]",0
4386,"[ 1.12433997e-20  1.06419636e-20  1.10556926e-20 ... -1.07165001e-20
 -1.04301139e-20 -1.02898076e-20]",0
4387,"[-8.94400866e-25  2.55069460e-25  5.09122738e-26 ... -9.50118959e-23
 -1.04764321e-22 -1.14765622e-22]",0
4388,"[ 1.38257962e-24  2.54515144e-24 -3.53685664e-24 ...  3.84204692e-25
 -9.19595433e-26  2.30208369e-25]",0
4389,"[7.90965680e-21 8.10604856e-21 7.88269499e-21 ... 5.51671188e-21
 5.31188482e-21 5.04630119e-21]",0
4390,"[ 1.27487151e-24  5.61730823e-23  1.06447121e-22 ... -6.15423780e-23
 -6.17305187e-23 -6.23706835e-23]",0
4391,"[-4.35418233e-21 -4.44813409e-21 -4.42230655e-21 ...  4.41019789e-21
  4.39967607e-21  4.43592050e-21]",0
4392,"[-5.34243691e-23 -2.88358685e-24  2.33196949e-23 ...  9.03975265e-24
  4.44546932e-24 -1.38581461e-23]",0
4393,"[4.67305281e-20 4.64052241e-20 4.59585795e-20 ... 4.30482509e-20
 4.32158786e-20 4.29991673e-20]",0
4394,"[-6.12823876e-22 -6.06519298e-22 -6.05163514e-22 ... -9.62999621e-25
 -7.52204433e-24 -1.24690411e-23]",0
4395,"[-5.65041286e-21 -5.65648355e-21 -5.68970159e-21 ...  5.58287400e-21
  5.66652225e-21  5.64092214e-21]",0
4396,"[9.50464198e-25 2.29589082e-23 4.44970988e-23 ... 4.83198944e-23
 4.78475252e-23 4.53132707e-23]",0
4397,"[5.85161336e-21 5.85229209e-21 5.83944339e-21 ... 5.34841408e-21
 5.23902153e-21 5.19007134e-21]",0
4398,"[ 4.56605976e-25 -1.92891824e-24 -2.07464903e-24 ...  8.20751525e-25
  9.31754370e-25 -6.21198466e-25]",0
4399,"[-6.12009838e-21 -5.91309035e-21 -5.47139524e-21 ...  5.62895634e-21
  5.70390708e-21  5.71190882e-21]",0
4400,"[3.95208393e-24 2.19257333e-22 4.40285851e-22 ... 5.30659837e-23
 6.25399643e-23 4.38641059e-23]",0
4401,"[-5.04621484e-25  5.53766598e-26  8.48686393e-26 ... -3.47811030e-24
 -5.78329103e-24 -5.98897285e-24]",0
4402,"[1.33514954e-23 2.00043426e-24 3.96660272e-24 ... 1.80994966e-24
 7.96556707e-24 4.99771980e-24]",0
4403,"[ 1.67274544e-21  1.69346476e-21  1.83942742e-21 ... -1.80043388e-21
 -1.77517348e-21 -1.71230939e-21]",0
4404,"[2.20929753e-21 2.16331727e-21 2.24727094e-21 ... 6.01173440e-22
 7.52385478e-22 8.75327611e-22]",0
4405,"[ 8.89211098e-21  9.72770627e-21  9.21329305e-21 ... -2.20294106e-21
 -1.90406711e-21  4.96541317e-22]",0
4406,"[ 6.02701014e-21  6.90823329e-21  6.33075609e-21 ... -6.10115497e-21
 -6.39851984e-21 -6.18996030e-21]",0
4407,"[-2.36951090e-20 -2.37617690e-20 -2.36551381e-20 ...  1.66611336e-22
 -2.93009368e-23 -1.17302450e-22]",0
4408,"[1.98081823e-22 2.01449027e-22 2.02961972e-22 ... 1.71454535e-22
 1.73000371e-22 1.72356195e-22]",0
4409,"[7.95343558e-21 7.94215230e-21 7.96937289e-21 ... 5.13505438e-21
 5.05859272e-21 4.98315956e-21]",0
4410,"[1.61901789e-24 1.35750660e-24 1.77576117e-24 ... 5.80643790e-22
 5.63875192e-22 5.54709721e-22]",0
4411,"[-2.23683564e-23  3.00887891e-24  1.38600667e-23 ...  4.39522871e-21
  4.28334060e-21  4.18136612e-21]",0
4412,"[-9.35977705e-24  4.91998964e-24  1.64436515e-24 ...  1.54859839e-21
  1.56139026e-21  1.55235433e-21]",0
4413,"[-1.61615036e-21 -1.44889477e-21 -1.67942444e-21 ... -6.40767301e-23
 -7.46561606e-23 -2.05821378e-23]",0
4414,"[ 1.62702860e-20  1.60087484e-20  1.62080642e-20 ... -7.75096983e-21
 -8.36455977e-21 -7.98302595e-21]",0
4415,"[-3.64471537e-26  1.25761851e-24  2.42627206e-24 ... -2.01094124e-27
  6.13392835e-26 -3.52072945e-26]",0
4416,"[ 7.27778190e-24  2.98733556e-22  5.65209952e-22 ... -5.87930494e-23
 -4.69331768e-23 -4.61352137e-23]",0
4417,"[-1.50756527e-23  6.27931211e-24 -2.55973457e-23 ...  9.81498744e-22
  9.49816525e-22  9.18020443e-22]",0
4418,"[-8.33566279e-21 -8.71650987e-21 -8.04391899e-21 ... -2.62548364e-22
 -3.19901964e-22  4.94549838e-24]",0
4419,"[4.75887358e-26 3.34176874e-24 6.35994608e-24 ... 2.71843313e-23
 2.74491801e-23 2.70199710e-23]",0
4420,"[-3.53325516e-24 -2.07781959e-24 -3.63308321e-24 ...  1.18230311e-23
 -1.97622468e-24 -2.95025405e-24]",0
4421,"[7.46558524e-20 7.03221273e-20 7.09141646e-20 ... 7.41985868e-20
 7.24445694e-20 7.33928739e-20]",0
4422,"[-3.26133763e-27  7.08437578e-27  2.17581406e-26 ...  3.42571021e-26
  4.00470273e-26 -2.51091184e-26]",0
4423,"[-2.63478700e-21 -2.69678281e-21 -2.63873695e-21 ... -3.92266554e-23
 -2.51954725e-23 -2.07687315e-23]",0
4424,"[-5.89670681e-23  4.98525917e-23  4.35814374e-23 ... -8.21349618e-21
 -8.17157354e-21 -8.04359191e-21]",0
4425,"[ 3.89296324e-26  7.95384008e-24 -6.96657197e-24 ... -2.23276759e-25
  1.54209188e-24 -6.00290191e-24]",0
4426,"[ 2.40385475e-21  2.22834701e-21  2.21121317e-21 ... -1.38605048e-21
 -1.51949559e-21 -1.74297269e-21]",0
4427,"[ 2.28894009e-24  1.86304675e-24 -3.27846224e-23 ...  4.43741421e-21
  4.43236504e-21  4.39255623e-21]",0
4428,"[-1.49520492e-22  4.31128733e-22  1.71236801e-22 ... -1.85972033e-20
 -2.10335710e-20 -2.28466724e-20]",0
4429,"[ 6.79762875e-25 -5.92028223e-25 -9.56155847e-26 ... -3.61164852e-25
  7.79741798e-25 -1.72559896e-25]",0
4430,"[-9.11802553e-26  3.61439902e-23  7.06227071e-23 ... -1.37635538e-23
 -1.43274334e-23 -1.72345753e-23]",0
4431,"[ 1.76110701e-25  8.46054215e-24  1.70653477e-23 ... -2.19908562e-24
 -1.93204373e-24 -1.97780790e-24]",0
4432,"[ 4.23030769e-21  4.17920365e-21  4.18305438e-21 ... -4.09563736e-21
 -3.98049943e-21 -4.13817732e-21]",0
4433,"[3.07307822e-21 3.03432674e-21 2.76602134e-21 ... 3.15718189e-21
 2.93135589e-21 2.89117029e-21]",0
4434,"[8.05959580e-21 7.65758610e-21 7.86093318e-21 ... 1.17419636e-22
 4.38931615e-22 5.13100087e-22]",0
4435,"[-6.11376090e-23 -3.91281438e-24 -2.44689646e-23 ... -2.27864719e-25
 -7.13003688e-24 -4.71001313e-23]",0
4436,"[-1.17511782e-25  1.23903181e-23  2.45522625e-23 ... -2.18116992e-24
 -2.11018195e-24 -1.90537721e-24]",0
4437,"[9.79513511e-22 9.79615063e-22 1.00192798e-21 ... 9.55524963e-22
 1.00956068e-21 9.80377859e-22]",0
4438,"[-2.42968220e-23  4.45929928e-23 -2.91502251e-23 ... -8.03125691e-24
 -5.86615311e-23 -1.12520797e-23]",0
4439,"[-2.40623167e-24  7.25474480e-23  1.34223877e-22 ...  2.50321986e-24
  4.93068947e-24  4.90157996e-24]",0
4440,"[4.33018660e-22 4.05686928e-22 4.15630850e-22 ... 3.84610275e-22
 4.36296963e-22 4.18926505e-22]",0
4441,"[-1.11817446e-21 -1.07250779e-21 -1.11743930e-21 ... -5.16320434e-23
 -3.37420662e-23  2.60512012e-23]",0
4442,"[9.67374737e-20 9.29172996e-20 9.19342105e-20 ... 9.14079503e-20
 9.47602295e-20 9.45014392e-20]",0
4443,"[-6.22565451e-25 -2.80687619e-24  2.75231103e-24 ...  2.40844795e-24
  5.99535935e-25  5.35761158e-25]",0
4444,"[-4.35271581e-24  3.34530397e-23 -3.40204620e-23 ... -8.03997550e-23
 -2.74158895e-22 -4.29115891e-22]",0
4445,"[ 8.70369516e-24 -4.14176992e-24  3.65275985e-23 ... -4.02986089e-23
 -5.25108722e-23  4.71586076e-23]",0
4446,"[8.85743558e-21 8.56679705e-21 8.65593650e-21 ... 7.16467148e-21
 6.83778687e-21 6.74091007e-21]",0
4447,"[-7.40083077e-21 -7.19842949e-21 -7.50797950e-21 ...  7.37021878e-21
  7.19209162e-21  7.17577554e-21]",0
4448,"[ 7.45551039e-25 -2.21539023e-24 -5.66609834e-25 ... -4.78494448e-22
 -4.80870272e-22 -4.77109844e-22]",0
4449,"[-2.29258827e-22  2.94852554e-21  5.45214722e-21 ... -3.19983917e-22
 -2.68393681e-22 -2.07446753e-22]",0
4450,"[-6.79552732e-22 -6.33462953e-22 -6.53064598e-22 ... -4.82750838e-23
 -1.45103141e-25 -9.13982083e-24]",0
4451,"[-1.25594047e-21 -1.25180572e-21 -1.24364698e-21 ...  1.23579342e-21
  1.24320088e-21  1.27285644e-21]",0
4452,"[-1.42012906e-23  3.21427427e-22  6.21111429e-22 ...  1.96842479e-23
  1.77434260e-23  2.65077393e-23]",0
4453,"[-1.78898590e-23  1.18450871e-22  2.26586763e-22 ... -6.68048144e-23
 -8.67859046e-23 -9.19500172e-23]",0
4454,"[2.01317114e-21 1.94271080e-21 2.11868621e-21 ... 1.95594521e-21
 2.02611456e-21 1.97591984e-21]",0
4455,"[ 7.38481201e-21  7.90331663e-21  7.56646364e-21 ... -7.87924825e-21
 -6.93404175e-21 -7.58386669e-21]",0
4456,"[ 3.98018505e-24 -3.98811848e-24  1.28479334e-23 ...  2.98038077e-24
 -1.14480109e-23 -1.62049674e-23]",0
4457,"[-8.20387006e-22 -8.64994457e-22 -8.44814757e-22 ... -4.00720329e-23
 -3.00395498e-23 -8.63834564e-24]",0
4458,"[7.27012841e-23 7.18870263e-23 7.32970424e-23 ... 6.54245741e-23
 6.74266476e-23 6.60314450e-23]",0
4459,"[8.89663386e-21 8.35906949e-21 8.55206816e-21 ... 8.67210081e-21
 9.15340720e-21 7.97309206e-21]",0
4460,"[ 4.93722894e-23 -1.18912405e-22 -9.64697476e-23 ...  3.00196826e-21
  3.68987690e-21  3.56822079e-21]",0
4461,"[-2.62621676e-21 -2.67739899e-21 -2.70965929e-21 ... -2.76025171e-21
 -2.71164511e-21 -2.67051966e-21]",0
4462,"[ 9.75101705e-24  3.38538780e-22  6.10332053e-22 ... -5.85204183e-23
 -1.51931375e-23 -2.65573637e-24]",0
4463,"[ 1.36565880e-22  7.37850204e-23 -3.02229308e-23 ...  2.29625500e-20
  2.31010708e-20  2.32243732e-20]",0
4464,"[-4.14148442e-22 -4.15035265e-22 -4.14009754e-22 ... -8.60263275e-24
  3.70081932e-24 -5.33118273e-27]",0
4465,"[ 2.39627102e-25 -2.94857623e-24  6.73348639e-25 ...  4.84384982e-25
 -1.50434850e-24  9.26297729e-25]",0
4466,"[4.77711576e-21 4.41639762e-21 4.32871652e-21 ... 4.52846727e-21
 4.51573689e-21 4.55093907e-21]",0
4467,"[9.32846456e-21 8.79385463e-21 9.47654160e-21 ... 8.88067302e-21
 9.72614204e-21 9.11736443e-21]",0
4468,"[ 3.17328368e-21  2.82209833e-21  2.77769097e-21 ... -2.83177424e-21
 -3.02631964e-21 -2.85304282e-21]",0
4469,"[ 2.33457342e-25  1.80228960e-24 -6.20815944e-25 ...  5.52102574e-24
 -5.77634404e-24 -4.30331496e-24]",0
4470,"[ 1.01741472e-19  9.35504563e-20  9.72236396e-20 ... -9.56573139e-20
 -9.19834093e-20 -1.01969682e-19]",0
4471,"[-2.45343340e-25 -2.72170758e-25  5.56214051e-25 ... -5.68851814e-25
  1.16089729e-25 -1.14156732e-25]",0
4472,"[ 2.40947832e-21  2.39775407e-21  2.52614158e-21 ... -2.72833678e-21
 -2.43886770e-21 -2.58343116e-21]",0
4473,"[ 4.12944145e-24 -4.73600290e-24  5.76232292e-25 ... -3.93936901e-24
  3.56893471e-24 -1.06686419e-25]",0
4474,"[-2.56111477e-25 -3.65437542e-25 -1.02820936e-24 ...  5.21540593e-25
 -3.73485684e-25 -7.31884028e-25]",0
4475,"[-1.26472412e-24  2.01347756e-22  3.64734514e-22 ... -5.26856169e-24
  5.66911417e-24 -6.15985170e-25]",0
4476,"[ 5.88588861e-21  5.48442118e-21  5.64823643e-21 ... -5.49626477e-21
 -6.10080963e-21 -5.51243544e-21]",0
4477,"[ 3.40862630e-20  3.33769725e-20  3.42399310e-20 ... -3.37085266e-20
 -3.41351622e-20 -3.30212192e-20]",0
4478,"[ 3.78058778e-25 -5.37068677e-25  5.09291087e-25 ...  2.27199589e-22
  2.27375470e-22  2.28279522e-22]",0
4479,"[-5.49249076e-22 -5.43074709e-22 -5.65292976e-22 ...  1.78226064e-25
 -2.52411116e-23  1.37457008e-25]",0
4480,"[-1.14232869e-23 -1.90472287e-23 -3.96147716e-23 ...  5.40975062e-25
 -2.35506988e-23 -8.08084764e-24]",0
4481,"[ 3.09165325e-24  3.85518773e-22  7.73483747e-22 ... -1.00839890e-22
 -7.94322198e-23 -1.12700482e-22]",0
4482,"[-2.68851549e-21 -2.72221425e-21 -2.61199540e-21 ... -1.36546179e-22
  1.82514985e-23 -2.44420662e-23]",0
4483,"[-8.91061302e-21 -8.87656823e-21 -8.94444134e-21 ...  8.37659648e-21
  8.78948477e-21  9.44959439e-21]",0
4484,"[-5.57764874e-20 -5.80989344e-20 -5.34572691e-20 ... -8.61981810e-22
 -5.55709515e-21  1.15074326e-21]",0
4485,"[1.83855208e-25 3.78872868e-26 1.44076124e-25 ... 1.17766581e-22
 1.18521723e-22 1.17934998e-22]",0
4486,"[ 1.38857448e-23  1.83552134e-22  4.42531249e-22 ... -1.02061114e-21
 -1.19744824e-21 -1.29965448e-21]",0
4487,"[ 2.29449796e-23 -4.60852663e-25  1.80815736e-23 ... -6.09021597e-21
 -6.13724510e-21 -6.24874762e-21]",0
4488,"[8.79864200e-21 8.67202806e-21 9.10229479e-21 ... 9.39189789e-21
 8.96982489e-21 8.68051569e-21]",0
4489,"[-6.95421394e-23  3.19181622e-23 -1.92993653e-23 ...  8.79066463e-21
  8.94678402e-21  9.05871737e-21]",0
4490,"[-8.34419672e-24  5.61028177e-24 -1.72143797e-23 ...  1.03093967e-23
 -7.69245268e-24 -1.29319796e-23]",0
4491,"[-4.14896171e-22  3.02915254e-22 -1.19504013e-21 ... -3.70912235e-20
 -3.85902082e-20 -3.92846468e-20]",0
4492,"[-7.43802339e-23 -7.19300436e-23 -6.99759406e-23 ...  6.89789696e-23
  7.18368182e-23  6.90897236e-23]",0
4493,"[ 7.93660139e-21  8.07720837e-21  8.01191643e-21 ... -3.26217867e-21
 -3.33121601e-21 -3.51596269e-21]",0
4494,"[-2.25477163e-25  3.66905986e-23  7.18921806e-23 ... -8.67958889e-24
 -9.13060072e-24 -6.22360894e-24]",0
4495,"[ 1.91636243e-23  5.05492046e-24  2.52111361e-23 ... -6.02123068e-21
 -6.06613207e-21 -6.03768170e-21]",0
4496,"[ 4.91136820e-24 -4.42816758e-24 -1.86236308e-23 ... -6.96125716e-21
 -6.96836026e-21 -6.99713467e-21]",0
4497,"[ 1.79985924e-23  3.72000028e-24 -8.20484568e-24 ...  4.03151162e-21
  4.12535092e-21  4.29142804e-21]",0
4498,"[-2.81953414e-23  2.96434760e-24 -1.35624729e-23 ...  1.39316103e-23
 -4.95753320e-23  6.89240935e-24]",0
4499,"[ 1.08970337e-25 -8.83898224e-26 -2.38219996e-25 ... -5.41966949e-23
 -5.42609992e-23 -5.41551084e-23]",0
4500,"[ 6.62995351e-25  5.35636593e-23  1.03934073e-22 ... -2.14714564e-23
 -2.31459279e-23 -2.47862433e-23]",0
4501,"[-7.34531096e-25  1.24672859e-24 -1.57897667e-24 ...  1.22215922e-24
 -3.76494994e-25  2.77271981e-25]",0
4502,"[-1.01744859e-25 -1.50521517e-25 -2.60070223e-26 ...  3.65715382e-23
  3.33751104e-23  2.95670254e-23]",0
4503,"[8.92416055e-25 5.71945536e-23 1.12120713e-22 ... 2.19920356e-24
 6.16623538e-24 3.28152315e-24]",0
4504,"[-5.85500209e-24  2.02631773e-22  4.12318158e-22 ... -1.43429694e-23
 -2.23063148e-23 -1.33634987e-23]",0
4505,"[-3.13807114e-23 -1.17647782e-24  7.52989882e-25 ... -6.82361085e-23
 -4.07674177e-23  7.79005069e-23]",0
4506,"[ 7.21382251e-24  3.02662140e-24 -1.06167757e-24 ... -4.46714667e-24
 -5.40479975e-24  8.20026353e-24]",0
4507,"[2.93828857e-21 3.03494505e-21 2.97193289e-21 ... 2.95944270e-21
 3.04516980e-21 3.09197004e-21]",0
4508,"[-2.55976336e-23 -3.27469835e-24  2.24905860e-23 ...  8.02012079e-21
  8.06211087e-21  8.03250060e-21]",0
4509,"[7.83178676e-22 7.81908232e-22 8.13193513e-22 ... 8.09888505e-22
 8.73348759e-22 7.53530633e-22]",0
4510,"[-1.85805786e-25  2.95113609e-23  5.64608939e-23 ...  6.69449641e-24
  7.26470441e-24  5.73570239e-24]",0
4511,"[-2.37999489e-22 -2.33630737e-22 -2.34981909e-22 ...  2.36609123e-22
  2.35260204e-22  2.41440855e-22]",0
4512,"[-2.47384121e-20 -2.56136548e-20 -2.42600667e-20 ... -9.05023605e-22
  7.20981902e-23 -3.59030147e-22]",0
4513,"[5.64061157e-22 5.65731270e-22 5.64786007e-22 ... 4.91632756e-22
 4.98751449e-22 5.06482604e-22]",0
4514,"[-2.24361269e-24  1.23990704e-22  2.22878804e-22 ...  1.35544857e-23
  1.30594906e-23  9.00708343e-24]",0
4515,"[ 4.39430350e-21  4.55445205e-21  4.71215834e-21 ... -4.88685004e-21
 -4.43943693e-21 -4.89149051e-21]",0
4516,"[ 2.80170739e-24 -1.76891813e-24 -1.84793057e-25 ... -9.10043619e-25
 -4.22368141e-26 -3.02798450e-24]",0
4517,"[ 1.78078357e-21  1.83428500e-21  1.80328833e-21 ... -1.76588358e-21
 -1.84788618e-21 -1.79203111e-21]",0
4518,"[-8.70121506e-24 -9.39576131e-24 -2.12989554e-23 ... -6.93918179e-24
  1.07262948e-23 -1.37526137e-23]",0
4519,"[-5.86799558e-20 -5.95757611e-20 -5.81901082e-20 ...  5.77240054e-20
  5.85883926e-20  6.00699694e-20]",0
4520,"[-2.68761235e-24  4.97748317e-24 -2.24778735e-24 ...  4.22581426e-22
  4.21854945e-22  4.22766135e-22]",0
4521,"[-2.17627339e-21 -2.19144026e-21 -2.20595625e-21 ... -4.10657550e-23
  3.00070565e-23 -4.41491374e-23]",0
4522,"[1.17233556e-21 1.18139734e-21 1.10942941e-21 ... 6.87841604e-22
 6.65688489e-22 5.07277450e-22]",0
4523,"[-1.58084724e-23 -4.38049400e-23 -4.76084103e-23 ...  8.84552498e-21
  9.10959485e-21  9.23620148e-21]",0
4524,"[-1.52393574e-24 -1.56805638e-24 -4.39031935e-24 ...  1.79535025e-24
  2.87802363e-24  7.14121925e-25]",0
4525,"[2.62843181e-22 2.70496679e-22 2.74523021e-22 ... 2.74525356e-22
 2.68458300e-22 2.69696189e-22]",0
